33554432  169.7012771001 7.8372398283 2.4783528426 35161 46      
67108864  353.6380706000 16.1738626184 5.1146244437 36724 42      
100663296  468.3125550001 33.8943285283 10.7183277913 38917 38      
134217728  619.4469420000 27.1844598622 8.5964810127 39981 40      
167772160  762.2883728000 23.2829415073 7.3627125793 41027 43      
201326592  938.9285707000 22.8313238026 7.2198985214 42046 46      
234881024  1095.8733764000 23.6705086342 7.4852720660 41106 46      
268435456  1218.7174682999 39.8029765137 12.5868063440 38925 47      
301989888  1376.6938719999 39.3654076551 12.4484349213 39374 45      
335544320  1502.7957396999 50.2505688285 15.8906251220 40721 45      
369098752  1728.9659911001 29.9391336581 9.4675853533 41397 46      
402653184  1860.9375488000 64.1049064460 20.2717513565 41934 46      
436207616  2012.6866089999 52.7878420340 16.6929813596 41810 46      
469762048  2184.5772217001 58.6201485994 18.5373186355 42188 47      
503316480  2336.9125243001 41.1036639614 12.9981198299 45106 48      
536870912  2423.1811278998 37.8313832555 11.9633338124 45117 0      
570425344  2682.1685059001 69.8788481944 22.0976320568 42829 -1      
603979776  2772.9394774998 76.6498229050 24.2388022633 43175 -1      
637534208  3005.7132812000 40.3815874927 12.7697792013 43981 0      
671088640  3120.6619872001 46.6714462448 14.7588071830 46294 -1      
704643072  3277.6198486000 22.4517909100 7.0998796826 45879 0      
738197504  3556.1750488002 85.0842331437 26.9059969708 46285 0      
771751936  3622.5850586001 99.6649155658 31.5168136003 45003 0      
805306368  3775.5939208999 128.4514562473 40.6199170515 45387 0      
838860800  3971.4825683000 51.5373510561 16.2975413912 45452 0      
872415232  4254.0543459000 64.0075965364 20.2409792612 44475 0      
905969664  4463.2612303998 129.4707480636 40.9422454255 44831 0      
939524096  4552.2125488000 131.6645665989 41.6359917600 45179 0      
973078528  4773.4125977000 140.9727250426 44.5794899104 45382 0      
1006632960  4900.0565429000 198.3312214778 62.7178391006 45688 0      
1040187392  5167.9937012000 114.0295976047 36.0593249111 47604 -1      
1073741824  5339.8111815999 136.8332801105 43.2704824870 48471 0      
 
