33554432  711.1299011002 9.1790091336 2.9026575526 7120 44      
67108864  1356.9792846001 9.7478053107 3.0825266970 9019 40      
100663296  2166.4109131000 16.8394722066 5.3251086769 8099 37      
134217728  2747.4806883999 13.8701600712 4.3861297337 10212 41      
167772160  3627.0974855000 23.7317282407 7.5046314054 12730 40      
201326592  4120.7187011999 13.1427538462 4.1561036881 15273 44      
234881024  5078.4424805002 13.1124497649 4.1465206962 17871 40      
268435456  5421.7860351001 35.4543861559 11.2116613298 20493 35      
301989888  6525.1346190999 25.2324506093 7.9792014874 20757 38      
335544320  6834.0434571000 20.8373057293 6.5893346407 23023 39      
369098752  7974.3889647999 9.8319514379 3.1091360388 25316 40      
402653184  8233.3266113001 44.9415158937 14.2117551727 27580 40      
436207616  9437.4846679001 32.3243015709 10.2218416740 29925 39      
469762048  9659.6167968000 31.4321196252 9.9397089704 32119 39      
503316480  10894.5327149001 45.3099016819 14.3282489876 34457 39      
536870912  11038.1478514999 45.3324236362 14.3353710549 36728 40      
570425344  12256.1910157001 88.2394409832 27.9037612972 38995 40      
603979776  12279.1620115000 57.0516889299 18.0413281381 41300 36      
637534208  13813.6423828000 46.0141849297 14.5509629057 43613 36      
671088640  13718.4864257999 21.9578223746 6.9436731162 28960 36      
704643072  15211.9598632000 20.0721879583 6.3473831572 30495 38      
738197504  15166.9464844000 42.8899366228 13.5629888431 31876 37      
771751936  16724.9884766001 40.8390782481 12.9144504808 37453 38      
805306368  16525.4392579002 82.3874210520 26.0531901077 39106 39      
838860800  18156.0718749999 23.2201778884 7.3428649803 40671 40      
872415232  17839.2089844000 28.9712510756 9.1615140065 42245 40      
905969664  19536.9666014998 13.7012048353 4.3327013968 43814 40      
939524096  19294.6509765001 61.7721603063 19.5340722561 45421 40      
973078528  21096.8937500002 72.5578678711 22.9448124643 46974 40      
1006632960  20627.2548828001 60.4325472943 19.1104494259 48716 40      
1040187392  22468.9207031000 36.3148486370 11.4837634579 50375 40      
1073741824  22056.4999998999 40.0238083119 12.6566394902 51962 40      
 
