33554432  85.3028459001 2.7025195186 .8546117100 135 17      
67108864  172.7246155001 2.3442714251 .7413237157 151 20      
100663296  261.2080016001 3.5763442987 1.1309393681 150 23      
134217728  340.7844392000 7.9902541367 2.5267402156 145 22      
167772160  449.5859712001 21.1972194434 6.7031493505 135 23      
201326592  561.4693726002 13.5773850793 4.2935461520 144 23      
234881024  664.0917237000 2.5093287738 .7935194323 122 23      
268435456  759.2080140001 17.7730010579 5.6203164200 139 23      
301989888  864.5729003001 15.5139885455 4.9059539398 152 23      
335544320  949.4407041999 16.2114103956 5.1264980934 172 23      
369098752  1067.4888551002 22.7513616428 7.1946122662 188 21      
402653184  1204.1821410001 29.6553592060 9.3778479923 186 21      
436207616  1418.4790770999 25.3264221843 8.0089179087 164 21      
469762048  1474.8051635002 21.3081659776 6.7382337251 175 22      
503316480  1659.6508668001 40.7555680414 12.8880422347 186 22      
536870912  1709.0922241001 49.9703482524 15.8020115952 211 22      
570425344  1863.7933714999 50.8462681901 16.0790018003 252 22      
603979776  1910.6006834999 36.5611633900 11.5616550220 258 22      
637534208  1647.4293578998 37.0476456565 11.7154942223 311 22      
671088640  1718.4220215998 36.5603874377 11.5614096443 325 22      
704643072  1863.7644776999 61.4831304485 19.4426729898 340 22      
738197504  1889.1678222998 47.6250666845 15.0603684443 353 22      
771751936  2029.3696168000 53.8979544346 17.0440297240 362 22      
805306368  2058.9397828001 44.7753621381 14.1592127418 374 22      
838860800  2199.8451658001 67.8245428478 21.4480036663 336 22      
872415232  2215.4088868001 74.6653806219 23.6112665133 347 22      
905969664  2375.1344727000 62.3388473248 19.7132744260 358 22      
939524096  2391.2867188000 52.4284449665 16.5793300278 377 23      
973078528  2950.7913573000 66.4512976546 21.0137454066 278 23      
1006632960  2907.6560792001 59.4141129027 18.7883921934 249 23      
1040187392  3145.9874756999 55.6190510778 17.5882882706 260 23      
1073741824  3146.9158691999 68.9679465321 21.8095796590 265 22      
 
