33554432  6081.0773927001 107.9131550968 34.1251359608 33549913 0      
67108864  12112.3513674001 232.8603180111 73.6368981602 67099732 0      
100663296  18158.8638671998 96.1994242315 30.4209290174 100649606 0      
134217728  24098.9615233000 137.9855968944 43.6348770493 134199582 0      
167772160  30144.7992186000 134.4428770202 42.5145706578 167749437 0      
201326592  36269.0734375999 161.1409610556 50.9572461295 201299379 0      
234881024  42268.2109373998 145.3983092572 45.9789825200 234849326 0      
268435456  48339.5441407000 48.5953981249 15.3672141880 268399103 0      
301989888  54270.4085938000 265.5010243046 83.9587957928 301949026 0      
335544320  60381.5804686000 362.9317073089 114.7690830214 335498939 0      
369098752  66479.4265622001 337.6720747868 106.7812858584 369048862 0      
402653184  72507.3093750000 295.9007329658 93.5720277505 402598740 0      
436207616  78697.5523437999 266.9018723185 84.4017828308 436148641 0      
469762048  84922.1921874001 1584.1521677074 500.9529010356 469698559 0      
503316480  91300.4351563001 2578.9194966975 815.5259511955 503248435 0      
536870912  97100.4468748999 1570.8069178797 496.7327624956 536798515 0      
570425344  103205.3171874000 1011.3774357969 319.8256271288 570348253 0      
603979776  108495.7335937000 412.0857849491 130.3129671845 603898267 0      
637534208  114630.1351563000 627.7391815092 198.5085590141 637448133 0      
671088640  120433.1117189000 379.0813147418 119.8760373021 670998089 0      
704643072  126846.2101563000 816.6910713835 258.2603930350 704548010 0      
738197504  133011.9781250000 645.5646981710 204.1454823263 738097828 0      
771751936  139503.4187500001 1247.7991082809 394.5887244580 771647739 0      
805306368  145378.7968750001 1193.7845030508 377.5078065134 805197388 0      
838860800  152203.0078124999 2317.1837449425 732.7578391295 838747444 0      
872415232  157025.2484375001 1355.4626391242 428.6349222988 872297550 0      
905969664  163578.1718750001 1625.6467738814 514.0746476481 905847386 0      
939524096  169604.4406250000 857.3963572923 271.1325346633 939397057 0      
973078528  175815.5187500001 2443.2945144635 772.6375660466 972947311 0      
1006632960  180978.1218750000 701.0383674854 221.6877968467 1006497038 0      
1040187392  189263.2781250001 3436.3532216450 1086.6703025490 1040047016 0      
1073741824  195670.2500000001 3889.9499589741 1230.1101854702 1073596709 0      
 
