704643072  22173.4578125001 42.9060401685 13.5680812314 704548026 0     26336.2677734001 133.0294172777 42.0675954411 704548026 0     1883.4242310001 16.1303046889 5.1008502170 704547965 0     1854.2746948001 32.1172375927 10.1563622947 704548026 0     1813.6216309001 41.6970261591 13.1857574321 704548026 0     6563.7153321000 172.5397900467 54.5618723566 704548026 0      
738197504  22129.8505860000 95.7655913755 30.2837390226 738097831 0     26760.8259764999 54.1845832730 17.1346697213 738097831 0     2102.1595215000 72.5491804288 22.9420652538 738097808 0     2076.9140013999 67.6960931754 21.4073843133 738097831 0     2009.9478029000 69.2664561103 21.9039766761 738097831 0     6151.5913575001 386.7709649080 122.3077181956 738097831 0      
771751936  24145.9757812999 34.1171644136 10.7887946855 771647734 0     28649.5314453001 37.8794030622 11.9785190086 771647734 0     2139.2351074001 6.1516912411 1.9453355784 771647636 0     2084.8896484999 5.8875466439 1.8618057225 771647734 0     2038.2946289001 7.1038418129 2.2464320266 771647734 0     6226.6312989000 19.7289440753 6.2388399109 771647734 0      
805306368  24049.4115233000 34.5421738599 10.9231944733 805197441 0     29042.5166015999 43.7306007350 13.8288301773 805197441 0     2236.4724852000 6.5471755284 2.0703986911 805197263 0     2171.8485352002 14.0680447249 4.4487063556 805197441 0     2104.0535890002 6.6946331019 2.1170288701 805197441 0     7279.1341310002 77.5890320312 24.5358062671 805197441 0      
838860800  26320.3921875001 75.9622939099 24.0213865051 838747392 0     31258.8837889999 46.0653052727 14.5671285775 838747392 0     2404.8629396001 29.4419415848 9.3103594147 838747380 0     2255.4680908001 45.1423667942 14.2752698043 838747392 0     2149.0760986999 9.2697166316 2.9313417820 838747392 0     7812.4239259000 13.7050767417 4.3339258012 838747392 0      
872415232  26070.7156250001 29.9237059046 9.4627066693 872297487 0     31485.9623047002 66.4848585530 21.0243582946 872297487 0     2427.0288086000 16.3714905047 5.1771198687 872297303 0     2379.3249512000 12.5359178058 3.9642052827 872297487 0     2321.8392334000 10.7345356258 3.3945582202 872297487 0     6644.6317383001 41.5130582751 13.1275816791 872297487 0      
905969664  28395.3705080000 27.7295174821 8.7688433662 905847376 0     33776.1851563000 42.8384568753 13.5467095175 905847376 0     2528.6826660000 7.2870028987 2.3043526476 905847304 0     2469.8996338000 6.2182613654 1.9663869001 905847376 0     2364.7585694001 29.9475465521 9.4702457440 905847376 0     7321.7195312002 43.9386891438 13.8946335099 905847376 0      
939524096  28122.1816407000 59.3913487201 18.7811935268 939397196 0     34066.8859374998 88.7866858601 28.0768153221 939397196 0     2500.6284911997 12.3047353126 3.8910989594 939397209 0     2448.1991455999 12.2514146705 3.8742374918 939397196 0     2358.5413330001 42.7409642651 13.5158796472 939397196 0     8927.2356447000 43.8437168223 13.8646006248 939397196 0      
973078528  30610.9830079000 101.1893360614 31.9988776881 972947130 0     36339.8996093000 26.2997171409 8.3167007985 972947130 0     2605.5436035001 7.1443185805 2.2592319044 972947130 0     2583.5877929000 20.1562628454 6.3739699709 972947130 0     2527.5853269999 7.3540301567 2.3255485277 972947130 0     8268.1666990998 84.4720681652 26.7124134072 972947130 0      
1006632960  30274.9250001001 97.4233850055 30.8079793987 1006497014 0     36587.3781251002 92.1254918813 29.1326384914 1006497014 0     2781.1139159003 21.2514502135 6.7202986257 1006496701 0     2643.4401367002 56.8863244808 17.9890353078 1006497014 0     2568.5368652999 29.7493435734 9.4075684588 1006497014 0     7113.9894043002 385.9688416762 122.0540645580 1006497014 0      
1040187392  32592.9230468001 85.2001859597 26.9426644708 1040046876 0     38858.1160156000 140.3766855947 44.3910056874 1040046876 0     3069.0439697001 36.7778136981 11.6301658649 1040046827 0     3008.1493652002 46.0816681007 14.5723029581 1040046876 0     2900.1071289999 15.5747844442 4.9251792910 1040046876 0     7062.8101075002 114.1996850800 36.1131112934 1040046876 0      
1073741824  32272.6478515001 129.4575164343 40.9380612169 1073596712 0     38849.0628908001 149.3765804732 47.2370223392 1073596712 0     3021.8721681000 61.4165921951 19.4216317466 1073596462 0     3058.9100341000 41.9118859866 13.2537020753 1073596712 0     2889.6653807002 47.2708304130 14.9483490995 1073596712 0     7445.1142089998 190.5097781878 60.2444815619 1073596712 0      
 
