0.86  486.9788667499 1.8130078264 0 562     1330.2641295000 10.8456880753 0 562     293.4751662500 .6333741732 478743 562     353.6252825001 1.2974644089 478743 562     91.4869307500 .7718601682 478743 562     90.6024057500 1.9892309792 478743 562     102.1841637499 10.8136269045 478743 562     75.9756110000 .7462163141 478743 562      
0.87  502.2992782500 .6440843689 0 553     1331.5299987501 10.4167277994 0 553     298.0484620000 9.7380541379 480395 553     354.9562380001 1.6873746797 480395 553     92.8693637499 2.7666929112 480395 553     95.9299527499 6.0839575895 480395 553     91.8789900000 .4385276601 480395 553     78.1979845000 2.4762982778 480395 553      
0.88  462.9267502500 2.2096478032 0 556     1341.2779845000 3.5435329665 0 556     296.4128722501 4.0997088622 483328 556     354.5151520000 .9837995872 483352 556     91.5029640000 1.9539710360 483328 556     95.0871085000 10.2125719709 483328 556     99.6290107500 8.2160216977 483328 556     82.8892649999 4.8887930853 483328 556      
0.89  495.0050887500 9.1775353290 0 563     1351.6247255000 8.1541959311 0 563     296.3838957500 1.4037626240 486665 563     354.7629167500 .5738629751 486665 563     98.1931762501 7.0910471108 486665 563     92.2332842500 .6147992395 486665 563     96.5516967500 1.8145154002 486665 563     76.5705202500 1.3876793606 486665 563      
0.90  518.9010925001 9.7563636774 0 547     1347.3979492500 8.7718355330 0 547     296.2057647500 .5496762879 488281 547     355.2345657501 1.6813116605 488281 547     96.0110017500 3.8266556523 488281 547     94.0527152499 1.9552141688 488281 547     106.5616342500 11.0606859035 488281 547     80.4914742500 5.2546937169 488281 547      
0.91  468.0923615001 .8413648217 0 558     1332.3274535001 8.6536696021 0 558     299.2713777500 2.3417799538 490936 558     355.8170700001 1.4012297460 491031 558     93.2026787500 1.1215678515 490936 558     93.1487482499 1.1081308176 490936 558     95.8789407499 1.0273734115 490936 558     77.3264390000 1.1512589926 490936 558      
0.92  486.8154907500 .8363616317 0 570     1329.5587765001 8.9555871215 0 570     298.8058242500 3.7414048848 494388 570     356.0763470000 1.6733416496 494404 570     93.4411470000 1.3467197637 494388 570     94.0452422500 3.7380144014 494388 570     94.4690324999 .7093674060 494388 570     82.6931439999 11.6581444841 494388 570      
0.93  523.2783964999 .5260894382 0 553     1334.2910460000 6.9627282631 0 553     297.9667967500 1.5141793932 496060 553     356.3606492499 1.8238073532 496060 553     98.2300815000 8.6662064016 496060 553     92.4029980000 2.1093105898 496060 553     94.8998890000 .7339802860 496060 553     86.5114460000 19.1636083487 496060 553      
0.94  466.3349152499 .5353762067 0 567     1345.6518555000 10.7992904747 0 567     297.4627912500 1.4820614964 498712 567     363.0233462500 12.0342135073 498787 567     94.5265332501 .6791038450 498712 567     93.7307510000 1.8433794734 498712 567     99.5637780000 1.9946743704 498712 567     83.6273820000 9.5986843541 498712 567      
0.95  496.2238465000 .8827359481 0 572     1337.5609132501 11.0900540227 0 572     297.9145737500 1.2735466830 502094 572     361.9232257501 10.4706598943 502044 572     94.4829959999 .8126650176 502094 572     93.3070142499 1.0408433212 502094 572     99.4153637500 6.0079883890 502094 572     87.9290465000 17.5380703133 502094 572      
0.96  515.1829832499 .9810909647 0 563     1330.3106385001 11.3184623961 0 563     302.6501237501 9.3581847263 503946 563     359.2886810000 1.7064037799 503946 563     95.8621082500 2.5033749910 503946 563     93.5829295001 .8197844946 503946 563     96.6852837500 1.4093412060 503946 563     78.1794757501 .7769246439 503946 563      
0.97  467.5393597500 2.3609940909 0 568     1345.1313172501 6.1097803463 0 568     298.8464127500 .8671052451 506536 568     358.1600342500 .6449228456 506585 568     96.3580130000 1.3095034575 506536 568     96.3535577500 5.3923725819 506536 568     101.4234750000 9.8208535472 506536 568     78.5995312500 1.0167262146 506536 568      
0.98  506.9661787500 11.2515416371 0 575     1328.7492672500 8.0807878841 0 575     299.4163742500 .5094863218 509840 575     363.2702867500 10.1942607282 509749 575     97.4646795001 1.5402017416 509840 575     94.7956960001 .7166876080 509840 575     98.3918210000 1.7976937851 509840 575     80.3906880000 .7314282272 509840 575      
0.99  523.7633057500 1.0780386135 0 565     1339.7235410001 13.9453690320 0 565     298.3253555000 .7576249318 511919 565     358.5357285000 .3663262019 511919 565     96.7704907500 .4435916906 511919 565     97.2022610000 2.1907545067 511919 565     104.1701070000 7.5706835493 511919 565     80.7135197500 3.2570254204 511919 565      
1.00  473.9602662500 .9623683634 0 573     1332.2870482501 8.1426785435 0 573     306.3257065000 10.6082092526 514335 573     360.1439287499 .9543775765 514390 573     97.8078955000 1.0918107050 514335 573     96.3288077499 .8630506908 514335 573     98.9614505000 .5715338792 514335 573     84.3997765000 8.2680946959 514335 573      
 
