33554432  83.1412836000 .5014873140 .1585842129 143 17      
67108864  170.3831741001 .8766012689 .2772056609 125 20      
100663296  263.7588655000 3.9453129628 1.2476175044 219 23      
134217728  337.1289825001 4.2890270666 1.3563094476 257 22      
167772160  430.6164611001 2.4917240770 .7879523384 155 23      
201326592  549.3259705001 10.4127325223 3.2927951437 191 23      
234881024  671.5150086000 4.1014567571 1.2969945077 191 23      
268435456  731.0903015000 1.9863590467 .6281418838 255 23      
301989888  859.9142761999 5.3416890601 1.6891903982 289 23      
335544320  916.3449951001 7.8534383563 2.4834752670 322 23      
369098752  1059.7387450000 7.3404302302 2.3212478533 352 21      
402653184  1160.4241211000 5.3541516426 1.6931314128 285 21      
436207616  1416.7412720001 9.1561180667 2.8954187616 145 21      
469762048  1463.5676515001 11.5342543120 3.6474514738 155 22      
503316480  1647.5817016001 14.1349168517 4.4698531789 156 22      
536870912  1680.1774536000 9.7851259566 3.0943285215 163 22      
570425344  1841.2205322000 16.4306641474 5.1958322176 202 22      
603979776  1884.1407469999 17.4613618185 5.5217674395 206 22      
637534208  1648.6432986000 14.1652936909 4.4794591789 776 22      
671088640  1672.4399537000 14.5929974218 4.6147109742 781 22      
704643072  1826.5607543001 12.3982899577 3.9206835358 815 22      
738197504  1831.8007325001 11.4489914670 3.6204889948 849 22      
771751936  2005.0309326000 16.3804251225 5.1799452430 888 22      
805306368  2019.8642944001 11.0825177098 3.5045998172 925 22      
838860800  2153.6632567999 6.3953188219 2.0223773840 929 22      
872415232  2136.6668213002 11.3500925334 3.5892144059 974 22      
905969664  2337.6171143000 11.4859346864 3.6321714665 1003 22      
939524096  2337.2909669001 14.1133468689 4.4630321514 1040 23      
973078528  2875.9221192001 17.0385632804 5.3880668024 184 23      
1006632960  2896.3333740001 12.9184157558 4.0851617550 115 23      
1040187392  3106.4236329001 19.2763648918 6.0957218067 122 23      
1073741824  3063.1601316000 15.1183140652 4.7808306828 128 22      
 
