0.30  107225.0332030000 492.6552093333 0 2318     175090.6406250000 434.3075144294 0 2318     30697.2548830000 29.7798185289 33410759 2318     36801.0576175000 35.8618963152 33411388 2318     8449.6000977500 50.5874967136 33410759 2318     8414.0988770000 18.2745137724 33410759 2318     8360.3210449999 42.7907828289 33410759 2318     6756.1683350001 34.5395751962 33410759 2318      
0.31  102369.4062500001 328.5556317611 0 2325     175093.4140625000 228.5839324546 0 2325     30931.4204102500 33.8699177190 33669919 2325     37001.8388667499 64.6928784472 33670183 2325     8668.0537110000 15.2934532998 33669919 2325     8603.4973142501 15.6842410256 33669919 2325     8534.8706055000 13.5365913326 33669919 2325     7030.6234132501 38.0429752146 33669919 2325      
0.32  98960.2519532500 360.5730024271 0 2327     176778.1718750000 104.6288898433 0 2327     30877.5463867500 31.4616458486 33922753 2327     36945.7109375000 82.9493656444 33923014 2327     8671.4941407500 8.3325516625 33922753 2327     8617.3923339999 16.6153456504 33922753 2327     8567.3845215000 6.7734493408 33922753 2327     7071.5660402500 69.4217683371 33922753 2327      
0.33  96095.2109374999 517.3544393999 0 2354     177066.1210937500 87.1031526878 0 2354     30844.8969727500 31.8639223033 34184643 2354     36943.0322264999 54.5296209428 34185232 2354     8760.1533202499 37.7331414494 34184643 2354     8716.0944822501 23.0611598658 34184643 2354     8660.3554687500 27.2232855832 34184643 2354     7103.7690427500 18.2332614228 34184643 2354      
0.34  94259.2460937500 93.1260069469 0 2337     178126.4609375000 205.8980743194 0 2337     30758.3427732499 47.2780124917 34439483 2337     36724.3222655001 93.3623316493 34439483 2337     9646.1965332499 559.4548958844 34439483 2337     9898.3671875000 326.2624940414 34439483 2337     9802.6791992499 199.3788108261 34439483 2337     8187.7282714999 132.4040819584 34439483 2337      
0.35  100861.1972657500 323.1786725699 0 2355     187639.9804687500 236.6199833062 0 2355     31665.6630857501 84.3094622351 34698776 2355     37783.9111327500 80.4274401233 34698785 2355     10414.7656252499 46.4134468318 34698776 2355     10336.9140627501 49.1117857566 34698776 2355     10247.0983887499 40.1094705772 34698776 2355     8184.9301755001 31.1411977570 34698776 2355      
0.36  95953.4238279999 220.3964170131 0 2358     189200.0351562500 142.1414476560 0 2358     31577.5097657499 51.6386211293 34957539 2358     37691.7402344999 57.9976200600 34957468 2358     10396.2639162501 19.4126134032 34957539 2358     10406.8627927500 21.1912895993 34957539 2358     10309.2036132501 51.4854276987 34957539 2358     8424.6772459999 30.8994259253 34957539 2358      
0.37  89734.2304687499 157.9178422979 0 2362     187674.7148437500 712.6212014712 0 2362     30546.1450195000 68.5198002917 35214662 2362     36658.7812500000 122.2558727699 35214573 2362     9945.7993162501 9.5122917212 35214662 2362     9932.8872072500 24.8768987304 35214662 2362     9887.8173827500 38.6611166802 35214662 2362     8437.8205565000 103.9165578291 35214662 2362      
0.38  86440.2812499999 260.0866495900 0 2354     190224.7421875000 1168.9995659837 0 2354     31724.3330077499 677.7683871980 35471617 2354     38247.7421874999 202.0446784288 35471701 2354     9707.0136717501 912.3126181274 35471617 2354     8977.7753905000 40.5611997667 35471617 2354     8905.4672852501 46.9208893510 35471617 2354     7494.1081542500 111.1931921845 35471617 2354      
0.39  79495.2382815000 432.5249987995 0 2366     189041.1523437501 491.3389077425 0 2366     31532.7534179999 996.0925477976 35726680 2366     37661.8242185000 583.5810081603 35726680 2366     10881.8659667500 44.4832963541 35726680 2366     9313.3459472500 589.3108127867 35726680 2366     8941.0686034999 10.3845364590 35726680 2366     8016.9971925000 371.6664705130 35726680 2366      
