0.70  61102.4189452500 633.4846027423 0 2555     198901.7773437499 1612.4750853198 0 2555     31977.9028319999 84.4375915430 43699852 2555     38604.9433592500 802.2204248687 43700321 2555     12454.2756347499 168.4380020842 43699852 2555     11939.5881350000 673.7726505693 43699852 2555     12506.1806640000 441.6396191233 43699852 2555     10271.4692382500 67.8125431237 43699852 2555      
0.71  60017.3281250000 644.7546446316 0 2562     202467.7929687500 786.5708377768 0 2562     32036.1484374999 118.6150373832 43955403 2562     38746.9501955000 522.8177853604 43955824 2562     12427.6271972499 705.7719285007 43955403 2562     12027.0302735000 1023.5213131260 43955403 2562     12874.3879395000 68.0050760513 43955403 2562     10179.1728515000 290.6424979624 43955403 2562      
0.72  61400.2402345001 1401.8771090292 0 2580     198092.4335937499 1604.9900517774 0 2580     32053.8442380000 108.5002922158 44213113 2580     39249.9423825000 267.5025527179 44214076 2580     11931.6967772500 809.9539492608 44213113 2580     12017.9665525000 787.8183478831 44213113 2580     12397.8098145000 964.0915705683 44213113 2580     10347.0539549999 302.1126377104 44213113 2580      
0.73  57297.5966797501 766.3121367801 0 2588     191088.1445312500 4540.7832635152 0 2588     31563.4702147500 44.9525997233 44468914 2588     37784.2607422500 97.6919428210 44469435 2588     10785.7006835000 45.2183593238 44468914 2588     10618.3803707499 91.6500056985 44468914 2588     10597.8098142499 125.0271375429 44468914 2588     9060.8244627500 190.4570124115 44468914 2588      
0.74  57683.3173827501 1840.9578123171 0 2592     191435.0039062500 1126.1226656981 0 2592     31733.5986327500 28.7705093359 44726371 2592     38353.1679685000 405.7396876347 44726484 2592     10834.9992675000 66.4774422335 44726371 2592     10754.0122070000 145.2268794053 44726371 2592     10643.8208010000 161.9131412384 44726371 2592     9051.9482422500 34.5053348772 44726371 2592      
0.75  58020.7382810000 2248.3364941813 0 2591     187947.5781250000 332.7035822851 0 2591     31794.1123050000 93.8642866299 44983985 2591     37974.2119142500 73.8842559701 44984837 2591     10880.0698242500 115.6656712824 44983985 2591     10862.8779294999 139.1912050687 44983985 2591     10754.1452637501 157.8949322094 44983985 2591     9162.3520510000 181.1776696744 44983985 2591      
0.76  56518.3037107501 1762.7182077931 0 2592     191377.1757812500 2533.1395461976 0 2592     31943.7465820000 112.0537081351 45241559 2592     38049.8740232500 169.3613126477 45242359 2592     10929.1711422500 95.6195399911 45241559 2592     10909.1237792499 61.7730382774 45241559 2592     10831.0705567500 41.8687041869 45241559 2592     9004.0224610000 68.1101309154 45241559 2592      
0.77  55877.8466797500 53.5350265507 0 2598     191426.5351562499 772.7808789333 0 2598     32067.1860352501 243.1342628537 45499368 2599     37997.5751955000 51.8774442528 45500173 2599     10973.7609862499 124.4608014495 45499368 2599     10905.9597167500 117.7000067307 45499368 2599     10628.9487305001 62.2981268249 45499368 2599     8997.4528810001 12.5140098964 45499368 2599      
0.78  55977.8554690000 139.9101408632 0 2624     192394.6718750000 3713.0090181566 0 2624     32129.2070312500 290.3194917389 45756473 2624     38122.8886717500 122.6116514743 45756896 2624     11011.0603027500 110.2419816812 45756473 2624     10954.0676267501 266.4282826244 45756473 2624     10650.9387205000 20.0410969024 45756473 2624     9038.2382812500 11.8745519240 45756473 2624      
0.79  56187.7998047500 46.3926573365 0 2636     196816.4570312499 5435.3525057755 0 2636     32108.2065430000 39.2671871228 46015260 2636     38193.5400395000 127.7424740543 46016255 2636     10853.0524902500 39.7759293936 46015260 2636     10778.5021972499 23.1889191364 46015260 2636     10711.1970212500 25.9325214572 46015260 2636     9079.2773437500 4.3871076237 46015260 2636      
0.80  56388.4609374999 14.8471362067 0 2624     196420.4999999999 5112.0745536768 0 2624     32117.0224610000 60.7858182020 46272117 2624     38100.3798827501 128.2936260092 46272980 2624     10947.0922850001 19.1776240077 46272117 2624     10852.6564942500 14.1867785787 46272117 2624     10779.4223632500 19.9828818174 46272117 2624     9146.6823732500 14.1982631083 46272117 2624      
0.81  56582.4140624999 421.7943962726 0 2639     198675.0859375000 1983.3111686395 0 2639     32119.1328125000 112.7733827733 46528587 2639     38078.4306642500 40.7309967532 46529863 2639     10913.8395997500 15.0424689038 46528587 2639     10843.5241697501 30.3085222593 46528587 2639     10755.6640625000 28.0191854327 46528587 2639     9211.6652832500 45.1769536601 46528587 2639      
0.82  57237.7617185000 696.1329248490 0 2629     195344.8007812500 2176.3765319488 0 2629     32031.2602537500 131.4183558211 46785918 2629     38092.9199220000 39.1766811360 46787171 2629     10922.2448730000 33.5968659365 46785918 2629     10835.9367675000 15.7471062113 46785918 2629     10799.8874514999 42.2818816873 46785918 2629     9225.6240235000 37.8428558571 46785918 2629      
0.83  58057.0234375000 345.7192851326 0 2629     196499.1093749999 2234.9721500263 0 2629     32143.5268552499 125.2173041444 47041355 2630     38204.0800782500 55.2109942072 47042263 2630     11004.7065427500 16.7861034618 47041355 2630     10943.3933102499 35.8822911836 47041355 2630     10880.4504392501 9.7150312768 47041355 2630     9375.0112302501 45.2331150023 47041355 2630      
0.84  58415.8300779999 813.7631251800 0 2639     194898.8750000000 2697.6780992092 0 2639     32123.1372070000 37.7843963881 47301802 2639     38272.4843750000 47.2554138149 47303182 2639     11081.6250000000 27.2259345996 47301802 2639     10984.7399900000 4.1239979864 47301802 2639     10991.2285157500 8.8029696237 47301802 2639     9413.7563477500 60.3664348463 47301802 2639      
0.85  57862.8554690001 288.6112741889 0 2649     196477.4414062501 5192.6302575788 0 2649     32155.7573242500 42.5332620203 47558583 2650     38329.2167970000 28.4524683529 47558887 2650     11074.2646485000 22.5123115404 47558583 2650     11081.5754395000 38.5200890783 47558583 2650     11001.3156737500 23.4973977057 47558583 2650     9516.4218749999 99.1038002926 47558583 2650      
