0.44  442.8258057499 8.0189214929 0 515     1385.0745547500 15.0773382614 0 515     279.6380689999 1.8146310812 371203 515     339.6650542500 1.7457501468 371203 515     82.5953809999 3.0290763160 371203 515     79.0110377501 3.2333850261 371203 515     82.9458085001 4.7115766268 371203 515     63.0690500000 2.5232776193 371203 515      
0.46  475.5293732500 14.5391465695 0 538     1379.0134582501 3.0248353909 0 538     279.8986662500 .9808214815 376487 538     340.7223202501 .5820777411 376526 538     81.9926775000 4.1464712572 376487 538     80.2543600000 2.3586324910 376487 538     82.6252727500 2.8299023865 376487 538     63.8440667501 1.9177715867 376487 538      
0.48  471.4929660001 12.8361647242 0 515     1395.0648805000 14.0446343395 0 515     282.7484742499 .6052968533 380509 515     345.1778945000 9.9178411208 380509 515     80.2082002499 3.0847365914 380509 515     81.2459032499 2.8328336983 380509 515     81.9887007500 4.3035642773 380509 515     65.5790100000 4.2187781914 380509 515      
0.50  449.2183915001 14.4986817243 0 511     1384.7745362500 17.7089641460 0 511     282.9519272500 .6178586344 386746 511     341.5444945001 .8812002973 386746 511     82.1511497500 2.2345156221 386746 511     80.3161677501 3.2403028039 386746 511     84.3732357500 3.3817561388 386746 511     72.4795437499 13.9166290845 386746 511      
0.52  474.9425582500 4.8541490242 0 562     1393.8660277501 10.5858173056 0 562     282.9580764999 1.2682437279 392033 562     344.4202042500 5.4378365550 392208 562     82.4471512500 3.7437393016 392033 562     80.8328880001 3.9008833697 392033 562     90.3101232500 12.4703641179 392033 562     65.8297442500 1.6876735847 392033 562      
0.54  465.9636690000 3.9978194918 0 517     1407.0987550000 7.3105115703 0 517     286.1831282500 6.4188058800 395718 517     342.7826232500 .5543366259 395718 517     83.2579442501 3.6977002923 395718 517     82.9592419999 2.1611398784 395718 517     88.2249280000 2.2819628824 395718 517     65.2607442500 .9133447538 395718 517      
0.56  479.8424680000 1.2102643375 0 520     1402.1173707500 13.9794813978 0 520     284.6117860000 1.8716846772 400998 520     343.3213042501 .5844649351 400998 520     85.4382057501 1.7384614133 400998 520     83.7196715000 6.2160294375 400998 520     87.1549167500 2.3822178087 400998 520     67.9955730001 1.1264694707 400998 520      
0.58  477.6122210001 1.0907129990 0 567     1387.7862547499 9.4573507171 0 567     286.8121110000 1.2211042451 407512 567     345.5487975001 .3446220827 407609 567     90.0882567501 3.3630227018 407512 567     85.9097957500 1.4581989041 407512 567     85.0774115000 .4955558801 407512 567     68.5310687499 .7375550322 407512 567      
0.60  484.8902665001 1.9939082655 0 525     1372.4789122499 5.5385185408 0 525     287.0079042500 .5837801497 411294 525     345.8912657499 .3331113264 411294 525     88.0636047500 1.4393215028 411294 525     84.8775577500 1.5052189834 411294 525     87.6145250001 3.7798900332 411294 525     69.6123217500 1.8299362038 411294 525      
0.62  489.2763670000 3.1749149965 0 532     1389.4624632500 14.8404995936 0 532     286.8776475001 1.0377449669 417720 532     346.6561965001 1.4696122641 417720 532     86.9030532501 4.2455181664 417720 532     86.8456742501 2.3142369866 417720 532     88.6812305001 3.0509561689 417720 532     73.7970255001 4.6710706193 417720 532      
0.64  494.6109925000 3.4652776835 0 558     1385.1345517501 7.0815735894 0 558     293.6409605000 10.3112947615 422683 558     347.4394684999 .9777192401 422777 558     88.6342637500 3.6072723115 422683 558     87.6040022500 3.4250754800 422683 558     92.9039460000 8.4039004815 422683 558     70.6929055001 1.1100590289 422683 558      
0.66  493.2371367500 5.3138785332 0 536     1399.8211670000 10.6089168387 0 536     289.2664335001 1.1598142115 426739 536     349.3881759999 .8453487353 426739 536     88.9874952501 5.4718595554 426739 536     92.5297605000 6.8513259635 426739 536     91.8252222500 4.2856806512 426739 536     71.4725859999 2.6849532755 426739 536      
0.68  522.8391420000 2.4419149555 0 537     1401.8435972500 12.4143762207 0 537     290.1555177501 1.2630714119 431990 537     349.7900542500 .6725181692 431990 537     90.7855717501 7.6490623998 431990 537     87.7788257500 2.9084833938 431990 537     94.2821180001 12.8879986069 431990 537     72.2156067500 3.4720460291 431990 537      
0.70  501.3779907500 1.7654464076 0 569     1405.3166810000 10.4433608796 0 569     288.8428115001 2.0014153704 437935 569     350.3869935001 1.6777135253 438063 569     90.2852212500 4.3071058955 437935 569     87.2861902500 4.3874776108 437935 569     92.6876490001 3.4192812658 437935 569     77.9343930001 7.5591888559 437935 569      
 
