numero,cpu_manhattan,gpu_scan,cub_flagged,thrust_scan,thrust_copy,omp_euclidean,omp_manhattan
33554432,1.1793326952788792,13.041181096136182,13.561376519506794,12.469488257158366,5.184342838251866,0.20119627585546151,0.2018541535939382
67108864,1.2139166767352705,13.084327029012732,13.803361583522586,13.48555258738134,5.148088179436853,0.19693766316259187,0.19701918364828308
100663296,1.1841844424846693,13.745372441674212,14.36091402738181,14.269591770543357,5.3572790936678905,0.20298842410830342,0.20232416041357396
134217728,1.2124478711780982,13.192809756591295,13.625833589280504,12.877539348446692,5.321098700103387,0.19823822478330236,0.19720381112419044
167772160,1.1818761543524294,13.022987469091682,13.261332473116694,13.4389229590701,5.462967097207763,0.20285305290827524,0.20164788499903274
201326592,1.2121802997775537,12.432119274599742,12.469582239346412,12.551808544992966,5.1977532216769164,0.19793274342260003,0.19612798618991387
234881024,1.18283912445489,12.795165436578866,13.299597551353715,13.660365168218696,5.388468385811245,0.2038236131039352,0.20306260279892385
268435456,1.213762285329393,12.211430316843746,13.119009900843226,12.595168395762743,5.139468025885088,0.19730939261732938,0.19631598948036827
301989888,1.1891055402116513,13.345719610100087,11.89085012349847,11.763890274829121,4.04620674502804,0.20461886868064852,0.2039563113201824
335544320,1.2086416310973103,11.786675669519632,10.897657213452142,10.346838759221653,3.7508846097304973,0.20045825459296462,0.1999132851342594
369098752,1.1739268238397622,12.795657954274166,12.624717053877369,11.306518628784838,4.653247874044494,0.20467895930283259,0.2036723766624559
402653184,1.2139141437745922,12.9997273573117,11.785128820682372,10.981889257085134,4.1512037619791196,0.1999614672462117,0.19609933369062676
436207616,1.1817254744862633,12.469547514190607,13.453478401939313,13.719490497557452,4.3964506300233674,0.20565503213487274,0.20547051372835362
469762048,1.2118033441143707,12.686549056211406,13.024758665971413,13.163308259235176,4.580005923876145,0.2000145450251373,0.19948095107280397
503316480,1.1885267983078118,12.988483107317755,13.287253533002707,13.592507077190689,4.681019347131897,0.2048980727328869,0.20418760584800788
536870912,1.2128953836683714,12.835867429558903,13.586010373522466,10.957392398320332,3.6219232347232317,0.19946220196342493,0.19956796183489367
570425344,1.176762427477223,13.585939694710008,11.746822086059643,10.866390708040967,4.449953783396809,0.20550828231250576,0.20607158363445952
603979776,1.219533624091768,13.265792290508399,13.709825920447964,13.142040027290133,4.337378113270233,0.20273754968165353,0.20134888512560867
637534208,1.1830260252648104,13.329144995618243,13.653769861651751,13.938814370393994,5.177809195693043,0.2072126703315211,0.20628511218630835
671088640,1.213973256828844,12.437643169522927,12.921934832457056,13.29425981377561,3.7134658205524014,0.20225698350678123,0.20057884921168037
704643072,1.1867845832805475,10.686760333610358,11.090879870936236,11.035067399162815,3.7958583519240325,0.20852415993672632,0.20345152853104634
738197504,1.2065763413901975,13.000319319379358,13.108940840014673,13.086805747196895,3.7804556392583755,0.2019274688566707,0.20083484825548018
771751936,1.1845407936416283,12.748012856537404,11.913133028329518,11.158065639112696,3.9270025883464625,0.20943050113171566,0.20959652154783565
805306368,1.2081445356647713,12.974697746133327,12.797509115655508,11.139186998706753,3.6929213050682517,0.20187210689695,0.20132973391223127
838860800,1.1762982242899644,12.699681202539708,13.272252511018072,13.725224836956981,4.932721247857884,0.20580582137764786,0.20544652905696295
872415232,1.2137352522573797,12.758950779018155,13.257886854581182,13.437614177193641,4.056969139796701,0.20293482933022333,0.20234388809708792
905969664,1.181275191407754,13.361394126222386,13.592787182648628,12.518398226288102,4.1070984956922905,0.20968542324406805,0.2087068874572235
939524096,1.219834059892561,12.714667307942067,13.148737914259831,12.866677383568604,3.949716909680578,0.20354907930111926,0.20315585880761453
973078528,1.1876476325897625,13.57437289679396,13.88832371773205,13.241280806386976,4.612678075628435,0.20908352782311018,0.2096397996787115
1006632960,1.2149062635610839,13.25721091362749,13.690296513013458,13.99315948331088,3.843878780964151,0.2024886869536141,0.20089807701710657
1040187392,1.1826146909033186,13.084833993132234,12.698642618061347,11.526436688744562,3.8912921001342475,0.20710365780419338,0.2067274750120382
1073741824,1.2114674832153658,12.486475914657504,12.822023754069155,13.671197753196308,5.037811580821733,0.20067241435118463,0.20032355764823803
